10038,19,1,3,7,0,4
10039,19,1,3,0,0,1
10039,19,1,3,2,0,1
10039,19,1,3,7,0,1
10040,22,2,2,0,0,1
10040,22,2,2,2,0,1
10040,22,2,2,5,0,1
10040,22,2,2,7,0,1
10041,30,3,3,0,0,3
10041,30,3,3,2,0,3
10041,30,3,3,5,0,3
10041,30,3,3,7,0,3
10043,23,2,2,0,0,2
10043,23,2,2,2,0,2
10044,22,2,3,0,0,4
10044,22,2,3,2,0,4
10044,22,2,3,5,0,4
10044,22,2,3,7,0,4
10045,29,3,2,0,1,2
10045,29,3,2,2,1,2
10045,29,3,2,5,1,2
10045,29,3,2,7,1,2
10046,29,3,2,0,0,3
10046,29,3,2,2,0,3
10046,29,3,2,5,0,3
10046,29,3,2,7,0,3
10047,19,1,3,0,0,1
10047,19,1,3,2,0,1
10047,19,1,3,5,1,1
10047,19,1,3,7,1,1
10048,23,2,2,0,0,2
10048,23,2,2,2,0,2
10048,23,2,2,5,0,2
10048,23,2,2,7,0,2
10050,24,2,1,0,1,2
10051,21,1,2,0,0,1
10051,21,1,2,2,0,1
10052,28,3,3,0,0,1
10052,28,3,3,2,0,1
10052,28,3,3,5,0,1
10052,28,3,3,7,0,1
10053,23,2,3,0,0,1
10053,23,2,3,2,0,1
10053,23,2,3,5,0,1
10054,26,3,1,0,0,2
10054,26,3,1,2,0,2
10054,26,3,1,5,0,2
10054,26,3,1,7,0,2
10055,24,2,2,0,0,1
10055,24,2,2,2,0,1
10055,24,2,2,5,0,1
10055,24,2,2,7,0,1
10057,26,3,3,0,0,4
10057,26,3,3,2,0,4
10058,22,2,2,0,1,1
10058,22,2,2,5,1,1
10058,22,2,2,7,1,1
10059,25,2,2,0,0,1
10059,25,2,2,2,0,1
10059,25,2,2,7,0,1
10060,25,2,3,0,0,3
10060,25,2,3,2,0,3
10061,23,2,2,0,0,3
10061,23,2,2,2,0,3
10061,23,2,2,5,0,3
10061,23,2,2,7,0,3
10062,26,3,3,0,0,2
10062,26,3,3,2,0,2
10062,26,3,3,5,0,2
10062,26,3,3,7,0,2
10064,22,1,1,0,1,2
10064,22,1,1,2,0,2
10065,30,3,3,0,0,3
10065,30,3,3,2,0,3
10065,30,3,3,5,0,3
10065,30,3,3,7,0,3
10066,25,2,2,0,1,3
10066,25,2,2,2,1,3
10066,25,2,2,5,1,3
10066,25,2,2,7,1,3
10067,24,2,1,0,1,2
10067,24,2,1,2,0,2
10068,24,2,2,0,0,1
10068,24,2,2,2,0,1
10068,24,2,2,5,0,1
10068,24,2,2,7,0,1
10069,22,2,1,0,0,4
10069,22,2,1,2,0,4
10069,22,2,1,5,0,4
10069,22,2,1,7,0,4
10071,23,2,3,0,0,3
10071,23,2,3,2,0,3
10071,23,2,3,7,0,3
10072,29,3,3,0,0,2
10072,29,3,3,2,0,2
10072,29,3,3,5,0,2
10072,29,3,3,7,0,2
10073,28,3,1,0,1,1
10073,28,3,1,2,1,1
10073,28,3,1,5,1,1
10073,28,3,1,7,1,1
10074,22,1,3,0,1,3
10074,22,1,3,2,1,3
10074,22,1,3,5,1,3
10074,22,1,3,7,1,3
10075,21,1,1,0,0,1
10075,21,1,1,2,1,1
10075,21,1,1,5,1,1
10075,21,1,1,7,1,1
10076,24,2,1,0,0,2
10076,24,2,1,2,0,2
10076,24,2,1,5,0,2
10076,24,2,1,7,0,2
10078,18,1,2,0,0,2
10078,18,1,2,2,0,2
10078,18,1,2,5,0,2
10078,18,1,2,7,0,2
10079,23,2,1,0,0,3
10079,23,2,1,2,0,3
10080,25,2,1,0,0,2
10080,25,2,1,2,0,2
10080,25,2,1,5,0,2
10080,25,2,1,7,0,2
10081,30,3,2,0,0,2
10081,30,3,2,2,1,2
10081,30,3,2,5,0,2
10081,30,3,2,7,1,2
10082,21,1,2,0,0,4
10082,21,1,2,2,0,4
10082,21,1,2,5,0,4
10082,21,1,2,7,0,4
10083,19,1,2,0,0,2
10083,19,1,2,2,0,2
10083,19,1,2,5,0,2
10083,19,1,2,7,0,2
10085,26,3,3,0,0,3
10085,26,3,3,2,0,3
10085,26,3,3,5,0,3
10085,26,3,3,7,0,3
10086,19,1,2,0,1,1
10086,19,1,2,2,1,1
10086,19,1,2,5,0,1
10086,19,1,2,7,0,1
10087,22,2,2,0,0,1
10087,22,2,2,2,0,1
10087,22,2,2,5,0,1
10087,22,2,2,7,0,1
10088,28,3,3,0,0,2
10088,28,3,3,2,0,2
10088,28,3,3,5,0,2
10088,28,3,3,7,0,2
10089,21,1,2,0,0,1
10089,21,1,2,2,0,1
10089,21,1,2,5,0,1
10089,21,1,2,7,0,1
10090,27,3,2,0,1,3
10090,27,3,2,2,1,3
10090,27,3,2,5,1,3
10090,27,3,2,7,1,3
10092,27,3,1,0,1,1
10092,27,3,1,2,1,1
10092,27,3,1,5,1,1
10092,27,3,1,7,1,1
10093,27,3,1,0,0,1
10093,27,3,1,2,0,1
10094,26,3,2,0,0,1
10094,26,3,2,2,0,1
10094,26,3,2,5,0,1
10094,26,3,2,7,0,1
10095,26,3,3,0,0,4
10095,26,3,3,2,0,4
10095,26,3,3,5,0,4
10095,26,3,3,7,0,4
10096,23,2,3,0,0,2
10096,23,2,3,2,0,2
10096,23,2,3,5,0,2
10096,23,2,3,7,0,2
10097,19,1,1,0,0,1
10097,19,1,1,2,0,1
10097,19,1,1,5,0,1
10097,19,1,1,7,0,1
10099,22,1,2,0,1,4
10099,22,1,2,2,1,4
10099,22,1,2,5,1,4
10099,22,1,2,7,1,4
10100,28,3,3,0,1,3
10100,28,3,3,2,1,3
10100,28,3,3,5,0,3
10100,28,3,3,7,0,3
10101,27,3,3,0,0,3
10101,27,3,3,2,0,3
10101,27,3,3,5,0,3
10101,27,3,3,7,0,3
10102,19,1,2,0,0,1
10102,19,1,2,2,0,1
10102,19,1,2,5,0,1
10102,19,1,2,7,0,1
10103,28,3,3,0,0,3
10103,28,3,3,2,0,3
10103,28,3,3,7,0,3
10104,22,2,2,0,0,1
10104,22,2,2,2,0,1
10104,22,2,2,5,0,1
10106,24,2,2,0,0,1
10106,24,2,2,2,0,1
10106,24,2,2,5,0,1
10106,24,2,2,7,0,1
10107,25,2,3,0,0,3
10107,25,2,3,2,0,3
10107,25,2,3,5,0,3
10107,25,2,3,7,0,3
10108,29,3,1,0,1,1
10108,29,3,1,2,1,1
10108,29,3,1,5,1,1
10108,29,3,1,7,1,1
10109,19,1,2,0,0,1
10109,19,1,2,2,0,1
10109,19,1,2,5,0,1
10109,19,1,2,7,0,1
10110,20,1,2,0,0,1
10110,20,1,2,2,1,1
10110,20,1,2,5,1,1
10110,20,1,2,7,1,1
10111,28,3,2,0,0,1
10111,28,3,2,2,0,1
10111,28,3,2,5,0,1
10111,28,3,2,7,0,1
10113,26,3,2,0,1,4
10113,26,3,2,2,1,4
10114,30,3,3,0,0,3
10114,30,3,3,2,0,3
10114,30,3,3,5,0,3
10114,30,3,3,7,0,3
10115,28,3,3,0,0,4
10115,28,3,3,2,0,4
10115,28,3,3,5,0,4
10116,22,1,1,0,1,4
10116,22,1,1,2,1,4
10116,22,1,1,5,1,4
10116,22,1,1,7,1,4
10117,19,1,1,0,0,2
10117,19,1,1,2,0,2
10120,22,2,3,0,0,4
10120,22,2,3,2,0,4
10120,22,2,3,5,0,4
10121,22,1,1,0,0,1
10121,22,1,1,2,0,1
10121,22,1,1,5,0,1
10121,22,1,1,7,0,1
10122,27,3,2,0,0,1
10122,27,3,2,2,1,1
10122,27,3,2,5,0,1
10122,27,3,2,7,1,1
10123,27,3,1,0,1,2
10123,27,3,1,2,1,2
10124,19,1,2,0,0,2
10124,19,1,2,2,0,2
10124,19,1,2,7,0,2
10125,19,1,1,0,1,1
10125,19,1,1,2,1,1
10125,19,1,1,5,1,1
10125,19,1,1,7,1,1
10127,30,3,2,0,0,3
10127,30,3,2,2,1,3
10127,30,3,2,5,0,3
10127,30,3,2,7,0,3
10128,24,2,3,0,1,4
10128,24,2,3,2,0,4
10128,24,2,3,5,0,4
10128,24,2,3,7,0,4
10129,24,2,3,0,0,3
10129,24,2,3,2,0,3
10129,24,2,3,5,0,3
10129,24,2,3,7,0,3
10130,28,3,1,0,0,1
10130,28,3,1,2,0,1
10131,22,1,1,0,0,1
10131,22,1,1,2,0,1
10131,22,1,1,5,0,1
10131,22,1,1,7,0,1
10132,25,2,3,0,0,3
10132,25,2,3,2,0,3
10132,25,2,3,5,0,3
10132,25,2,3,7,0,3
10134,27,3,2,0,1,2
10134,27,3,2,2,0,2
10134,27,3,2,5,0,2
10134,27,3,2,7,1,2
10135,21,1,2,0,0,1
10135,21,1,2,2,0,1
10135,21,1,2,5,0,1
10135,21,1,2,7,0,1
10136,18,1,2,0,1,1
10136,18,1,2,2,1,1
10136,18,1,2,5,1,1
10136,18,1,2,7,1,1
10137,19,1,3,0,0,4
10137,19,1,3,2,0,4
10137,19,1,3,5,0,4
10137,19,1,3,7,0,4
10138,21,1,2,0,0,2
10138,21,1,2,2,0,2
10138,21,1,2,7,0,2
10139,28,3,3,0,0,3
10139,28,3,3,2,0,3
10139,28,3,3,5,0,3
10139,28,3,3,7,0,3
10141,23,2,1,0,0,1
10142,23,2,1,0,0,1
10142,23,2,1,2,0,1
10142,23,2,1,5,0,1
10142,23,2,1,7,0,1
10143,27,3,1,0,1,1
10143,27,3,1,2,1,1
10144,26,2,2,0,1,4
10144,26,2,2,2,1,4
10144,26,2,2,5,1,4
10144,26,2,2,7,1,4
10145,26,2,1,0,0,4
10145,26,2,1,2,0,4
10145,26,2,1,5,0,4
10145,26,2,1,7,1,4
10146,21,1,3,0,0,3
10146,21,1,3,2,0,3
10146,21,1,3,5,0,3
10146,21,1,3,7,0,3
10148,26,2,3,0,0,4
10148,26,2,3,2,0,4
10148,26,2,3,5,0,4
10148,26,2,3,7,0,4
10149,22,2,2,0,0,2
10149,22,2,2,5,0,2
10149,22,2,2,7,0,2
10150,22,2,2,0,0,2
10150,22,2,2,2,0,2
10151,28,3,3,0,0,4
10151,28,3,3,2,0,4
10151,28,3,3,5,0,4
10151,28,3,3,7,0,4
10152,22,2,1,0,0,2
10152,22,2,1,2,0,2
10152,22,2,1,5,1,2
10153,25,2,3,0,0,2
10153,25,2,3,2,0,2
10153,25,2,3,5,0,2
10153,25,2,3,7,0,2
10155,22,2,2,0,0,1
10155,22,2,2,2,0,1
10155,22,2,2,5,0,1
10156,21,1,2,0,0,1
10156,21,1,2,2,1,1
10156,21,1,2,5,1,1
10156,21,1,2,7,1,1
10157,20,1,1,0,0,4
10157,20,1,1,2,0,4
10157,20,1,1,5,0,4
10157,20,1,1,7,0,4
10158,26,3,3,0,0,3
10158,26,3,3,2,0,3
10158,26,3,3,5,0,3
10158,26,3,3,7,0,3
10159,27,3,1,0,1,1
10159,27,3,1,2,1,1
10160,29,3,1,0,1,1
10160,29,3,1,2,1,1
10162,19,1,3,0,0,1
10162,19,1,3,2,0,1
10162,19,1,3,5,0,1
10162,19,1,3,7,0,1
10163,23,2,2,0,1,2
10163,23,2,2,2,1,2
10164,26,3,3,0,0,4
10164,26,3,3,2,0,4
10164,26,3,3,5,0,4
10164,26,3,3,7,0,4
10165,23,2,3,0,0,4
10165,23,2,3,2,1,4
10165,23,2,3,5,1,4
10165,23,2,3,7,0,4
10166,18,1,3,0,0,4
10166,18,1,3,2,0,4
10166,18,1,3,5,0,4
10166,18,1,3,7,0,4
10167,23,2,2,0,0,3
10167,23,2,2,2,1,3
10167,23,2,2,5,1,3
10167,23,2,2,7,1,3
10169,30,3,3,0,0,3
10169,30,3,3,2,0,3
10169,30,3,3,5,0,3
10169,30,3,3,7,0,3
10170,26,3,2,0,0,1
10170,26,3,2,2,0,1
10170,26,3,2,5,0,1
10170,26,3,2,7,0,1
10171,20,1,3,0,0,3
10171,20,1,3,2,0,3
10171,20,1,3,5,0,3
10171,20,1,3,7,0,3
10172,24,2,2,0,0,2
10172,24,2,2,2,0,2
10172,24,2,2,5,0,2
10172,24,2,2,7,0,2
10173,26,3,3,0,0,4
10173,26,3,3,2,0,4
10173,26,3,3,5,0,4
10173,26,3,3,7,0,4
10174,18,1,1,0,0,2
10176,23,2,2,0,1,3
10176,23,2,2,2,1,3
10176,23,2,2,5,0,3
10176,23,2,2,7,0,3
10177,29,3,2,0,0,3
10177,29,3,2,2,0,3
10177,29,3,2,5,0,3
10177,29,3,2,7,0,3
10178,24,2,3,0,0,4
10178,24,2,3,2,0,4
10178,24,2,3,5,0,4
10178,24,2,3,7,0,4
10179,26,2,3,0,0,1
10179,26,2,3,2,0,1
10179,26,2,3,5,0,1
10180,25,2,3,0,0,1
10180,25,2,3,2,0,1
10180,25,2,3,7,0,1
10181,28,3,3,0,0,2
10181,28,3,3,2,0,2
10181,28,3,3,5,0,2
10181,28,3,3,7,0,2
10183,21,1,3,0,0,4
10183,21,1,3,2,0,4
10183,21,1,3,5,0,4
10183,21,1,3,7,0,4
10184,28,3,2,0,1,3
10184,28,3,2,2,1,3
10184,28,3,2,5,1,3
10184,28,3,2,7,1,3
10185,22,1,3,0,0,3
10185,22,1,3,2,0,3
10185,22,1,3,5,0,3
10185,22,1,3,7,0,3
10186,25,2,1,0,1,1
10186,25,2,1,2,1,1
10186,25,2,1,5,0,1
10186,25,2,1,7,1,1
10187,30,3,3,0,0,3
10187,30,3,3,2,0,3
10187,30,3,3,5,0,3
10187,30,3,3,7,0,3
10188,24,2,2,0,0,3
10188,24,2,2,2,0,3
10188,24,2,2,5,0,3
10188,24,2,2,7,0,3
10190,18,1,2,0,1,1
10190,18,1,2,7,1,1
10191,26,3,3,0,0,1
10191,26,3,3,2,0,1
10191,26,3,3,5,0,1
10191,26,3,3,7,0,1
10192,29,3,1,0,0,3
10192,29,3,1,2,1,3
10192,29,3,1,5,1,3
10193,28,3,2,0,1,2
10193,28,3,2,2,1,2
10193,28,3,2,5,1,2
10193,28,3,2,7,1,2
10194,30,3,1,0,1,3
10194,30,3,1,2,0,3
10194,30,3,1,5,0,3
10194,30,3,1,7,0,3
10195,26,3,2,0,0,1
10197,30,3,3,0,0,2
10197,30,3,3,2,0,2
10197,30,3,3,5,0,2
10197,30,3,3,7,0,2
10198,23,2,3,0,0,4
10198,23,2,3,2,0,4
10198,23,2,3,5,1,4
10198,23,2,3,7,0,4
10199,25,2,2,0,0,2
10199,25,2,2,2,0,2
10199,25,2,2,5,0,2
10199,25,2,2,7,0,2
10200,21,1,2,0,0,2
10200,21,1,2,2,0,2
10201,27,3,1,0,0,3
10201,27,3,1,2,0,3
10201,27,3,1,5,0,3
10201,27,3,1,7,0,3
10202,27,3,3,0,0,4
10202,27,3,3,2,1,4
10204,20,1,1,0,0,4
10204,20,1,1,2,0,4
10204,20,1,1,5,0,4
10204,20,1,1,7,0,4
10205,19,1,3,0,0,2
10205,19,1,3,2,0,2
10205,19,1,3,5,0,2
10205,19,1,3,7,0,2
10206,24,2,3,0,0,3
10206,24,2,3,2,0,3
10206,24,2,3,5,0,3
10206,24,2,3,7,0,3
10207,18,1,3,0,0,4
10207,18,1,3,2,0,4
10207,18,1,3,5,0,4
10207,18,1,3,7,0,4
10208,22,1,2,0,0,4
10208,22,1,2,2,0,4
10208,22,1,2,5,0,4
10208,22,1,2,7,0,4
10209,28,3,3,0,0,3
10209,28,3,3,2,0,3
10209,28,3,3,5,0,3
10209,28,3,3,7,0,3
10212,18,1,1,0,0,1
10212,18,1,1,5,0,1
10212,18,1,1,7,0,1
10213,25,2,3,0,1,4
10213,25,2,3,2,1,4
10213,25,2,3,5,1,4
10213,25,2,3,7,1,4
10214,31,3,1,0,0,2
10214,31,3,1,2,0,2
10215,23,2,3,0,0,1
10215,23,2,3,2,0,1
10215,23,2,3,5,0,1
10215,23,2,3,7,0,1
10216,23,2,3,0,0,3
10216,23,2,3,2,0,3
10216,23,2,3,5,0,3
10216,23,2,3,7,0,3
10218,23,2,2,0,0,3
10218,23,2,2,2,0,3
10218,23,2,2,5,0,3
10218,23,2,2,7,0,3
10219,23,2,1,0,0,2
10219,23,2,1,2,1,2
10219,23,2,1,5,0,2
10219,23,2,1,7,0,2
10220,30,3,2,0,1,1
10220,30,3,2,2,1,1
10220,30,3,2,5,1,1
10220,30,3,2,7,1,1
10221,26,3,2,0,1,1
10221,26,3,2,2,1,1
10222,25,2,1,0,0,2
10223,25,2,3,0,0,3
10223,25,2,3,2,0,3
10223,25,2,3,5,0,3
10223,25,2,3,7,0,3
10225,25,2,1,0,0,1
10225,25,2,1,2,1,1
10225,25,2,1,5,1,1
10226,29,3,2,0,1,1
10226,29,3,2,2,1,1
10226,29,3,2,5,1,1
10226,29,3,2,7,1,1
10227,29,3,3,0,0,1
10227,29,3,3,2,0,1
10228,29,3,2,0,1,2
10228,29,3,2,2,0,2
10228,29,3,2,5,0,2
10228,29,3,2,7,0,2
10229,28,3,1,0,1,2
10230,27,3,3,0,0,4
10230,27,3,3,2,0,4
10230,27,3,3,5,0,4
10230,27,3,3,7,0,4
10232,27,3,3,0,0,4
10232,27,3,3,2,0,4
10232,27,3,3,5,0,4
10232,27,3,3,7,0,4
10233,26,2,3,0,0,4
10233,26,2,3,2,0,4
10233,26,2,3,5,0,4
10233,26,2,3,7,0,4
10234,25,2,2,0,1,3
10234,25,2,2,2,1,3
10234,25,2,2,5,1,3
10234,25,2,2,7,1,3
10235,18,1,1,0,0,2
10235,18,1,1,2,0,2
10236,29,3,2,0,0,1
10236,29,3,2,2,0,1
10236,29,3,2,5,0,1
10236,29,3,2,7,0,1
10237,24,2,1,0,0,1
10237,24,2,1,2,0,1
10237,24,2,1,5,0,1
10237,24,2,1,7,0,1
10239,26,2,2,0,0,2
10239,26,2,2,2,0,2
10239,26,2,2,5,0,2
10239,26,2,2,7,0,2
10240,30,3,2,0,0,3
10240,30,3,2,2,0,3
10240,30,3,2,5,0,3
10240,30,3,2,7,0,3
10241,18,1,1,0,1,4
10241,18,1,1,2,1,4
10241,18,1,1,5,1,4
10241,18,1,1,7,1,4
10242,24,2,1,0,1,3
10242,24,2,1,5,1,3
10242,24,2,1,7,1,3
10243,27,3,2,0,0,2
10243,27,3,2,2,0,2
10243,27,3,2,7,0,2
10244,30,3,3,0,0,3
10244,30,3,3,2,0,3
10244,30,3,3,5,0,3
10244,30,3,3,7,0,3
10246,29,3,3,0,0,3
10246,29,3,3,2,0,3
10246,29,3,3,5,0,3
10246,29,3,3,7,0,3
10247,22,2,2,0,1,2
10247,22,2,2,2,1,2
10247,22,2,2,5,1,2
10247,22,2,2,7,1,2
10248,30,3,3,0,0,4
10248,30,3,3,2,0,4
10248,30,3,3,5,0,4
10248,30,3,3,7,0,4
10249,27,3,3,0,0,4
10249,27,3,3,2,0,4
10249,27,3,3,5,0,4
10249,27,3,3,7,0,4
10250,20,1,3,0,1,4
10250,20,1,3,2,1,4
10250,20,1,3,5,1,4
10250,20,1,3,7,0,4
10251,27,3,2,0,0,2
10251,27,3,2,2,0,2
10251,27,3,2,5,0,2
10251,27,3,2,7,0,2
10253,30,3,2,0,0,2
10253,30,3,2,2,0,2
10253,30,3,2,5,0,2
10253,30,3,2,7,0,2
10254,26,3,1,0,1,4
10254,26,3,1,2,0,4
10254,26,3,1,5,0,4
10255,28,3,3,0,0,4
10255,28,3,3,2,0,4
10255,28,3,3,5,0,4
10255,28,3,3,7,0,4
10256,18,1,1,0,0,2
10256,18,1,1,2,0,2
10256,18,1,1,5,0,2
10256,18,1,1,7,0,2
10257,22,1,2,0,0,1
10257,22,1,2,2,0,1
10258,27,3,1,0,1,2
10258,27,3,1,2,1,2
10258,27,3,1,5,1,2
10258,27,3,1,7,1,2
10260,22,2,3,0,0,2
10260,22,2,3,2,0,2
10260,22,2,3,5,0,2
10260,22,2,3,7,0,2
10261,23,2,3,0,0,4
10261,23,2,3,2,0,4
10261,23,2,3,5,0,4
10261,23,2,3,7,0,4
10262,19,1,2,0,1,4
10262,19,1,2,2,0,4
10262,19,1,2,5,1,4
10262,19,1,2,7,0,4
10263,19,1,1,0,0,1
10263,19,1,1,2,0,1
10263,19,1,1,5,0,1
10263,19,1,1,7,0,1
10264,27,3,3,0,0,4
10264,27,3,3,5,0,4
10264,27,3,3,7,0,4
10265,29,3,3,0,0,4
10265,29,3,3,2,0,4
10265,29,3,3,5,0,4
10265,29,3,3,7,0,4
10267,27,3,2,0,0,3
10267,27,3,2,2,0,3
10268,29,3,1,0,1,3
10268,29,3,1,2,0,3
10268,29,3,1,5,1,3
10268,29,3,1,7,1,3
10269,23,2,1,0,0,2
10269,23,2,1,2,0,2
10270,18,1,2,0,0,2
10270,18,1,2,2,0,2
10270,18,1,2,5,0,2
10270,18,1,2,7,0,2
10271,29,3,2,0,1,2
10271,29,3,2,2,1,2
10271,29,3,2,5,0,2
10271,29,3,2,7,0,2
10272,23,2,3,0,0,3
10272,23,2,3,2,0,3
10272,23,2,3,5,0,3
10272,23,2,3,7,0,3
10274,28,3,3,0,0,3
10274,28,3,3,2,0,3
10274,28,3,3,5,0,3
10274,28,3,3,7,0,3
10275,22,2,2,0,0,2
10275,22,2,2,2,0,2
10275,22,2,2,5,0,2
10275,22,2,2,7,0,2
10276,22,2,2,0,0,2
10276,22,2,2,2,0,2
10277,21,1,1,0,1,1
10277,21,1,1,2,1,1
10277,21,1,1,5,1,1
10277,21,1,1,7,1,1
10278,29,3,2,0,0,1
10278,29,3,2,2,0,1
10278,29,3,2,5,0,1
10279,19,1,1,0,0,2
10279,19,1,1,2,0,2
10279,19,1,1,5,0,2
10279,19,1,1,7,0,2
10281,26,3,1,0,0,4
10281,26,3,1,2,0,4
10281,26,3,1,5,0,4
10281,26,3,1,7,0,4
10282,25,2,2,0,0,4
10282,25,2,2,2,0,4
10282,25,2,2,5,0,4
10282,25,2,2,7,0,4
10283,20,1,2,0,0,3
10283,20,1,2,2,0,3
10283,20,1,2,5,0,3
10283,20,1,2,7,0,3
10284,28,3,2,0,1,3
10284,28,3,2,2,1,3
10285,28,3,3,0,0,2
10285,28,3,3,2,0,2
10285,28,3,3,5,0,2
10285,28,3,3,7,0,2
10286,28,3,1,0,0,2
10286,28,3,1,2,0,2
10288,30,3,1,0,1,3
10288,30,3,1,2,1,3
10288,30,3,1,7,1,3
10289,22,2,2,0,0,1
10289,22,2,2,2,0,1
10289,22,2,2,5,0,1
10289,22,2,2,7,0,1
10290,23,2,3,0,0,1
10290,23,2,3,2,0,1
10290,23,2,3,5,0,1
10290,23,2,3,7,0,1
10291,27,3,3,0,0,3
10291,27,3,3,2,0,3
10291,27,3,3,5,0,3
10291,27,3,3,7,0,3
10292,20,1,2,0,0,2
10292,20,1,2,2,0,2
10292,20,1,2,5,0,2
10292,20,1,2,7,0,2
10293,28,3,2,0,0,4
10293,28,3,2,2,0,4
10295,30,3,2,0,1,4
10295,30,3,2,2,1,4
10295,30,3,2,5,0,4
10295,30,3,2,7,0,4
10296,28,3,1,0,1,1
10296,28,3,1,2,1,1
10297,30,3,3,0,0,2
10297,30,3,3,2,0,2
10297,30,3,3,5,0,2
10298,26,3,2,0,1,4
10298,26,3,2,2,0,4
10298,26,3,2,5,0,4
10298,26,3,2,7,0,4
10299,29,3,2,0,1,4
10299,29,3,2,2,0,4
10299,29,3,2,5,1,4
10299,29,3,2,7,1,4
10300,20,1,2,0,1,1
10300,20,1,2,2,1,1
10300,20,1,2,5,1,1
10300,20,1,2,7,1,1
10302,23,2,3,0,1,3
10302,23,2,3,2,1,3
10303,19,1,1,0,0,2
10303,19,1,1,2,0,2
10303,19,1,1,5,0,2
10303,19,1,1,7,0,2
10304,19,1,2,0,0,2
10304,19,1,2,2,0,2
10304,19,1,2,7,0,2
10305,20,1,2,0,0,2
10305,20,1,2,2,0,2
10305,20,1,2,5,0,2
10305,20,1,2,7,0,2
10306,27,3,3,0,0,2
10306,27,3,3,2,0,2
10306,27,3,3,5,0,2
10306,27,3,3,7,0,2
10307,27,3,2,0,1,1
10307,27,3,2,2,1,1
10307,27,3,2,5,1,1
10309,21,1,1,0,0,2
10309,21,1,1,2,0,2
10309,21,1,1,5,0,2
10309,21,1,1,7,0,2
10310,22,2,2,0,0,1
10310,22,2,2,5,0,1
10310,22,2,2,7,0,1
10311,30,3,1,0,0,1
10311,30,3,1,2,0,1
10311,30,3,1,5,0,1
10311,30,3,1,7,0,1
10312,22,2,3,0,1,3
10312,22,2,3,2,1,3
10312,22,2,3,5,1,3
10312,22,2,3,7,1,3
10313,27,3,1,0,1,4
10313,27,3,1,2,1,4
10313,27,3,1,7,1,4
10314,27,3,2,0,0,2
10314,27,3,2,2,0,2
10314,27,3,2,5,0,2
